	ATTRIBUTE_diet	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
0	HFD	SS18_RB6_01_7326	0.0	51.104748	0.0	0.0	0.0	10.137821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7886887000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	HFD	SS270_RG12_01_7618	360.2192	0.0	8.046082	339.1098	33.664429999999996	329.95676000000003	513.849	245.78044	224.65186	0.0	560.55084	0.0	0.0	0.0	0.0	6.1501436	12.492592	0.0	0.0	0.0	0.0	0.0	153.0657	76.643776	284.45645	0.0	189.23541	0.0	195.95491	162.53915	279.58133	386.76862	0.0	813.1091299999999	0.0	85.45128000000001	124.66523000000001	217.05292000000003	150.67245	38.32374	122.83196000000001	20.66375	0.0	0.0	333.68973	524.3501	63.981888	49.4514	92.86026	0.0	36.875458
260	HFD	SS236_RE2_01_7582	33.365524	0.0	29.507538	212.62505	18.002975	56.600037	506.75107	0.0	78.609955	0.0	0.0	0.0	0.0	0.0	0.0	6.459392	28.673828000000004	0.0	303.1435	0.0	0.0	0.0	792.7304	223.7115	466.48688	0.0	368.1242	0.0	132.37215	280.18567	0.0	927.79846	0.0	1910.6207	5.0048847	79.44808	266.62917999999996	564.2461	271.98694	103.37131	132.39163	52.03826	32.428806	32.970079999999996	366.24924	641.427	25.656103	105.52165	247.58943	0.0	71.17374000000001
259	HFD	SS273_RH3_01_7622	26.236503999999996	88.872986	0.0	0.0	39.11573	45.381485	0.0	0.0	216.0005	0.0	286.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.96573000000001	0.0	5.8361087	3.029498	0.0	0.0	14.697521	0.0	2.4854192999999998	0.0	0.0	0.0	0.0	3.9367094	0.0	0.0	0.0	26.530065999999998	0.0	0.0	141.1618	0.0	0.0	0.0	0.0	2.8041096000000003	7.271576	28.548340000000003	2.749484	0.0	0.0
257	HFD	SS250_RF4_01_7597	0.0	0.0	0.0	138.64966	40.111034000000004	50.56447	725.0093	0.0	37.367363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.33703999999999	0.0	0.0	0.0	455.52002000000005	61.421890000000005	86.781944	0.0	97.398895	0.0	73.73862	344.23413	36.328959999999995	464.14334	0.0	1234.1359	0.0	108.18602	172.5534	141.10956000000002	122.63616	34.851620000000004	87.6772	57.887	0.0	0.0	129.21652	366.76599999999996	34.98127	84.07446	77.59163000000001	2.8795805	46.98745
256	HFD	SS268_RG10_01_7616	321.52716000000004	0.0	2.497966	111.825676	0.0	428.89032000000003	271.3781	0.0	203.28786000000002	0.0	541.56976	0.0	0.0	0.0	0.0	0.0	3.0073347000000004	0.0	0.0	0.0	0.0	0.0	68.27825	10.163584	26.373998999999998	0.0	63.388897	0.0	48.253036	73.61169	0.0	35.198209999999996	0.0	173.11505	0.0	0.0	0.0	61.870630000000006	52.47258000000001	3.6565547	62.577827	9.723341	0.0	0.0	0.0	47.22054	29.738325	93.86591999999999	8.677347	0.0	9.7423935
255	HFD	SS211_RC1_01_7555	0.0	0.0	0.0	175.40898	41.322987	27.983940000000004	744.3739	0.0	53.625774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	972.1424	1835.9128	651.0264	172.46158	460.8406	0.0	120.22107	9.513933	1596.5854	4740.531	149.14189	0.0	84.64182	410.2507	6.99527	1251.0092	374.49405	241.91924	53.461548	108.28053	517.22644	54.870006999999994	0.0	34.393246000000005	0.0	305.49677	362.94693	179.19263	210.48271	2.7288437	29.899775
253	HFD	SS251_RF5_01_7598	0.0	0.0	0.0	154.17383999999998	54.01869	57.474514	981.8936	67.992584	81.76943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.09312	397.5963	116.82576	6.6838774999999995	13.970876	0.0	50.479458	0.0	198.72011	747.4010599999999	0.0	0.0	12.727744	181.49059	0.0	60.7295	0.0	102.07326	102.07326	303.13116	138.54773	0.0	0.0	0.0	0.0	96.927284	47.812259999999995	87.12871	24.12109	0.0	7.117697
252	HFD	SS274_RH4_01_7623	58.9947	0.0	0.0	199.41135	3.2789898	79.60446999999999	179.18796	0.0	435.09612999999996	0.0	356.32953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.64549	0.0	0.0	0.0	340.00427	24.161926	43.83846	0.0	69.52901	0.0	15.694559	0.0	41.349106	88.79172	66.34046	536.2031	0.0	145.69978	116.19753999999999	95.036156	70.071075	24.213823	145.39203	24.590135999999998	0.0	0.0	54.15438	203.36061	67.60359	79.855576	21.352242999999998	0.0	33.71862
263	HFD	SS284_RA5_01_7638	0.0	0.0	0.0	121.49242	0.0	79.28475	309.07574	0.0	49.630035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.670947999999996	2.648695	6.808244999999999	0.0	36.70073	0.0	24.840244000000002	118.19747	0.0	0.0	0.0	25.199211	0.0	0.0	0.0	76.66886	51.787712	6.612725	48.294125	0.0	0.0	0.0	0.0	15.359546	4.1093025	4.5471153	8.235972	0.0	2.630484
251	HFD	SS272_RH2_01_7621	38.712646	0.0	310.91623	70.90964	3531.9473	57.59795	530.2081	0.0	121.80618	0.0	343.3993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.05192	195.21402	190.31645	18.409102999999998	124.17098	0.0	189.01747	0.0	67.9896	100.32604	0.0	34.550290000000004	0.0	259.49683	3.5636759	52.48639	45.041832	224.95241000000001	41.944256	20.05026	70.5835	0.0	0.0	0.0	0.0	95.939514	44.199245	7.003586	26.266046999999997	4.258893	4.289931299999999
249	HFD	SS238_RE4_01_7584	0.0	0.0	0.0	304.4327	0.0	84.53572	1146.8784	67.941574	53.13567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	585.1113	1957.9708	511.24048	113.05588	141.5556	0.0	206.26015	3.212524	742.5309	2617.7524	0.0	0.0	81.63924	368.47433	3.529458	207.42165	236.30072	232.20131	128.14864	83.30669	81.92905999999999	0.0	0.0	0.0	0.0	261.96057	29.345485999999998	47.146454	46.648384	3.4761848	5.109622
246	HFD	SS239_RE5_01_7585	0.0	0.0	2.7362509	139.09145	48.116009999999996	91.80761	658.6581	0.0	150.45935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0421739	0.0	0.0	0.0	0.0	0.0	278.74716	28.27273	216.90575	0.0	240.87106	0.0	47.93104	46.12314	0.0	222.65161	0.0	1001.92926	0.0	0.0	130.14319	414.45398	198.36856	160.26803999999998	50.922714	16.70158	0.0	23.223824	134.34656	376.31378	15.611923	60.46249	93.72378	0.0	30.844509999999996
245	HFD	SS256_RF10_01_7603	0.0	0.0	0.0	77.882935	76.35649000000001	112.52837	186.7903	0.0	77.17548000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.230034	0.0	174.76385	2.7925072	17.083029999999997	0.0	107.23902	0.0	26.661682	35.06977	111.802246	37.736121999999995	0.0	357.96555	0.0	55.246574	0.0	233.84763999999998	53.507504000000004	210.22067	71.72969	0.0	0.0	0.0	40.060829999999996	164.2755	17.52657	4.194709	22.807636	0.0	4.4084444000000005
243	HFD	SS241_RE7_01_7587	199.95279	0.0	4.7684097	91.719284	60.73749	14.141995999999999	426.62537000000003	0.0	156.29933	0.0	0.0	0.0	0.0	0.0	0.0	2.6050093	0.0	0.0	270.8346	0.0	73.04243000000001	271.1654	639.64526	37.26885	69.426636	0.0	203.90462	0.0	67.659935	199.07981999999998	87.214745	129.95404	0.0	302.25226000000004	0.0	552.26495	178.59117	271.65002000000004	0.0	59.45989	128.0539	17.490725	0.0	34.341217	32.94642	111.69786	142.14659	19.028244	17.23713	3.1471014	6.9728394
241	HFD	SS260_RG2_01_7608	109.36693999999999	0.0	3.6776866999999998	0.0	2.6097484	56.704525	127.28525	0.0	87.005684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.60518000000002	9.920599000000001	43.720009999999995	0.0	140.07481	0.0	45.904568	59.088978000000004	0.0	91.32146	0.0	286.98874	0.0	46.75633	71.72554000000001	63.058167000000005	14.720857	3.1543612000000003	54.828285	0.0	0.0	0.0	49.67017	84.293594	17.849438	3.5404977999999994	17.930794	0.0	10.799589
240	HFD	SS209_RB11_01_7552	0.0	0.0	2.9181293999999998	227.7247	42.017406	52.274826000000004	948.1696	72.86691	63.094643000000005	0.0	247.15613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.5326	0.0	282.80814	548.1388	881.90533	91.52368	323.82022	0.0	96.58435	0.0	343.70105	1296.4731	52.660378	151.91515	34.155421999999994	823.74036	3.2607732000000005	244.88788	308.68393	195.14635	108.62633999999998	169.28491	270.848	39.86602	0.0	0.0	54.53054399999999	434.73352	34.381702000000004	105.65758500000001	125.61278	0.0	26.433628000000002
238	HFD	SS237_RE3_01_7583	0.0	0.0	2.9564981	101.6795	18.98895	38.94873	564.44214	0.0	68.950645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.222896999999996	269.88156000000004	505.89624000000003	24.578829000000002	99.74134000000001	0.0	68.80596	0.0	93.23529	432.6844	0.0	60.328373	0.0	630.6441	2.5044036	219.29222000000001	141.91696000000002	106.92112	92.20541999999999	66.51952	52.293175	33.00558	0.0	0.0	0.0	112.849144	42.447945000000004	33.77081	36.964146	0.0	17.914307
236	HFD	SS263_RG5_01_7611	38.745163	51.508316	0.0	0.0	15.695901999999998	103.83872	0.0	0.0	145.84354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.92678000000001	2.6985283	5.5403547	0.0	42.81098	0.0	24.272417	0.0	0.0	0.0	0.0	80.7637	0.0	0.0	0.0	42.334167	6.675009299999999	7.7222443	43.305515	0.0	0.0	0.0	0.0	22.23661	14.93816	104.39678	3.104794	0.0	3.3123856
250	HFD	SS261_RG3_01_7609	175.27483	62.399756999999994	11.833324000000001	149.78268	0.0	74.74593	276.21848	0.0	147.83751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.813654	9.301212	40.799865999999994	0.0	82.52087	0.0	53.13514	83.842636	0.0	63.71747	34.607533000000004	280.42236	0.0	92.28708	0.0	72.00501	31.242645	0.0	83.10101	50.521263	0.0	0.0	0.0	62.76651	37.411484	0.0	7.786878999999999	2.58317	4.0617220000000005
234	HFD	SS248_RF2_01_7595	0.0	0.0	0.0	124.47451000000001	27.403059999999996	49.450687	720.1959	68.33294000000001	96.17945999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252.93092000000001	187.81097	12.557762	24.45559	0.0	108.76616000000001	0.0	131.143	296.9146	0.0	47.03378	0.0	262.6047	0.0	78.62937	89.462654	74.099976	74.099976	327.79257	50.808372	0.0	0.0	0.0	0.0	117.7159	36.089447	116.13198	34.516597999999995	0.0	2.806871
264	HFD	SS264_RG6_01_7612	34.172515999999995	0.0	16.102638	313.46173	55.564921999999996	97.7278	450.514	106.78991	232.61597999999998	0.0	467.92325	0.0	0.0	0.0	0.0	0.0	20.970312	0.0	0.0	0.0	57.211493999999995	0.0	202.37729	66.20586999999999	83.33704	0.0	150.57332	0.0	75.074486	147.30223	233.2456	205.22183	0.0	470.61124	0.0	85.35388	141.71997	407.85785	188.82587	174.93373	137.89853	0.0	0.0	0.0	173.45401	348.0916	84.673096	109.292496	106.022705	5.3495946	40.045906
266	HFD	SS265_RG7_01_7613	87.14589000000001	0.0	3.310883	101.97898	17.145344	523.04865	337.5317	98.08243	488.62473	0.0	658.25146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.3952	0.0	0.0	0.0	164.6558	43.249603	90.5913	0.0	248.30234	0.0	85.29999000000001	69.709785	265.87985	80.41291	0.0	266.2477	0.0	70.54805	104.42385	277.7737	95.2127	143.45618000000002	58.669968000000004	23.16367	0.0	0.0	168.56218	192.20924	93.306694	49.154472	56.112235999999996	0.0	42.844887
284	HFD	SS298_RB7_01_7653	43.255486	0.0	2.7180095	61.507290000000005	150.70958000000002	123.254616	326.24237	0.0	115.948006	0.0	357.44257000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.22333	0.0	157.47527	8.863997999999999	42.038437	0.0	102.69151	0.0	57.038773	198.9131	144.42584	35.190376	0.0	244.30066000000002	0.0	124.22797	37.828033000000005	152.45856	81.688805	235.31407000000002	192.06296	0.0	0.0	0.0	0.0	66.70702	49.57776	52.623505	8.696928	0.0	7.160537700000001
283	HFD	SS281_RA2_01_7635	0.0	0.0	0.0	169.49646	0.0	5.4429126	435.6137	0.0	60.600359999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.151886	0.0	5.8040648	0.0	0.0	0.0	0.0	9.816111	0.0	0.0	0.0	112.42278999999999	83.0452	142.58191000000002	2.619629	0.0	0.0	0.0	56.668316000000004	46.75815	9.942976	51.74302	57.56006	0.0	0.0
282	HFD	SS277_RH7_01_7626	93.784256	0.0	14.216303	568.8294	9.274602999999999	544.5643	473.14893	202.58255	259.23102	0.0	119.46508999999999	0.0	0.0	0.0	0.0	9.271297	68.067665	165.31407	251.55327999999997	0.0	0.0	194.38998	264.7752	242.82113999999999	467.05057	0.0	238.47302000000002	0.0	131.3696	201.77841	76.67615500000001	1200.5073	0.0	1421.2352	0.0	0.0	118.38806000000001	375.0103	260.19632	43.64782	62.761715	19.024283999999998	33.89192	0.0	515.6648	387.11908	8.204616999999999	190.98672	305.10257	0.0	109.76245
281	HFD	SS269_RG11_01_7617	215.09253999999999	0.0	11.5263605	249.16527000000002	46.723316	397.29892	561.1954	99.32634	130.99606	0.0	519.1655	0.0	0.0	0.0	0.0	6.9313936	0.0	0.0	78.940605	0.0	0.0	0.0	138.804	37.891459999999995	81.958206	0.0	144.3959	0.0	206.42574	204.97786000000002	0.0	174.19415	0.0	358.03058	0.0	64.42319	153.18495	123.38103999999998	98.67888	75.46186	69.052826	0.0	0.0	0.0	229.82124	399.47033999999996	81.06322	74.618996	146.819	0.0	47.2557
280	HFD	SS294_RB3_01_7649	0.0	0.0	0.0	54.334297	18.629791	110.75849	84.073875	0.0	112.98693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.28886999999999	0.0	15.51399	0.0	85.162094	0.0	23.955627	35.86117	103.66462	0.0	0.0	73.20562	0.0	67.91823000000001	0.0	83.565834	29.876476	60.79010400000001	26.576912	0.0	0.0	0.0	0.0	27.205060999999997	44.027596	13.196212	13.189551000000002	0.0	3.5754089999999996
279	HFD	SS288_RA9_01_7642	7.764278	0.0	0.0	79.75605999999999	0.0	32.625683	379.9105	0.0	59.60759	0.0	78.79645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.72136	32.586525	35.796065999999996	0.0	63.620014000000005	0.0	50.36488	80.3977	0.0	77.993866	0.0	190.21608	0.0	0.0	53.048492	91.22577	69.788895	24.850344	67.13816	0.0	0.0	0.0	51.36654	65.7459	16.286064	52.424763	32.445972	0.0	14.314774
278	HFD	SS267_RG9_01_7615	813.3919999999999	0.0	34.838238	739.7195	14.546756	442.08115	1237.537	564.2972	191.86046000000002	352.36005	438.61813	123.85641000000001	0.0	0.0	0.0	55.057716000000006	3.0057406	0.0	0.0	0.0	0.0	0.0	90.30733000000001	46.467754	91.33475	0.0	217.05527	0.0	52.698513	213.41187999999997	68.399086	260.5729	0.0	284.83432	0.0	0.0	84.75519	181.3902	133.76328	28.946796000000003	55.817783	9.042900999999999	0.0	0.0	167.06873000000002	277.76273	76.51789000000001	57.72254	72.12109	2.8573875	17.029442
277	HFD	SS252_RF6_01_7599	10.047588000000001	0.0	0.0	108.00133500000001	70.374344	46.31823	579.9046599999999	0.0	133.03671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.665	0.0	245.34587000000002	400.73227	311.64337	38.87014	47.910755	0.0	78.211044	0.0	297.7155	1076.5519	34.37005	185.5238	0.0	476.45184000000006	0.0	107.57179	49.679344	158.73353999999998	124.44825	191.86093	68.58366	0.0	0.0	0.0	89.69116	242.21284	40.389472999999995	88.0101	104.256714	0.0	29.745594
265	HFD	SS266_RG8_01_7614	1827.8971	0.0	54.312355000000004	392.1485	0.0	476.02203	649.776	204.2983	267.48697000000004	0.0	0.0	0.0	0.0	0.0	0.0	20.220146	0.0	0.0	0.0	0.0	0.0	0.0	56.828269999999996	18.02929	97.40496999999999	0.0	171.30275	0.0	116.60315	76.1707	53.91794599999999	56.140719999999995	0.0	243.42496	0.0	0.0	0.0	117.48203000000001	73.00894	12.279671	82.88125	0.0	0.0	0.0	76.927284	100.15985	39.900604	44.549217	32.993626	0.0	28.497722999999997
276	HFD	SS292_RB1_01_7647	0.0	0.0	0.0	0.0	10.368991000000001	39.766582	261.74463	0.0	114.503525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.63048	39.448025	0.0	3.0184956	0.0	27.445529999999998	0.0	53.092093999999996	117.86537	129.86812	0.0	0.0	21.08022	0.0	76.84772	0.0	42.04825	10.291642999999999	56.657066	54.97668	0.0	0.0	0.0	0.0	16.538052	37.231285	2.5891285	3.6467552000000003	0.0	0.0
274	HFD	SS253_RF7_01_7600	0.0	0.0	0.0	197.59508	73.72574	34.399029999999996	816.6429	0.0	64.54494	0.0	229.45924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.1814	745.52075	462.86884000000003	54.454987	104.22699	0.0	325.31942999999995	0.0	429.01937999999996	1366.6432	0.0	0.0	89.40541	376.60400000000004	2.8769436	170.40528999999998	230.46403999999998	253.91773999999998	166.58423	308.49194	135.85056	0.0	0.0	0.0	0.0	322.93686	44.264340000000004	72.20435	194.04755	2.8911338	14.118478
273	HFD	SS290_RA11_01_7644	0.0	0.0	0.0	0.0	0.0	71.75409	226.22258	0.0	40.74002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.860092	2.5450772999999995	10.605774	0.0	88.99925	0.0	61.360969999999995	117.84808000000001	0.0	21.749495	0.0	97.97865999999999	0.0	0.0	0.0	106.535225	69.070465	28.498655	18.227235999999998	0.0	0.0	0.0	0.0	31.607937	20.114404999999998	12.630243	18.120565	0.0	6.5883207
272	HFD	SS286_RA7_01_7640	0.0	0.0	0.0	65.58328	0.0	88.632614	271.6517	0.0	52.37027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.320198	17.757604999999998	16.738879999999998	0.0	65.855804	0.0	75.45199000000001	142.85475	0.0	43.451202	0.0	179.63579	0.0	0.0	0.0	109.35972	70.69569	10.925104	42.293377	0.0	0.0	0.0	35.722797	97.622925	9.150482	56.582363	23.930937	0.0	4.3903027
271	HFD	SS275_RH5_01_7624	0.0	0.0	3.5087986000000004	246.78893	51.907944	49.435974	907.0632300000001	0.0	182.49612	0.0	321.14862	0.0	0.0	0.0	0.0	0.0	10.480721	82.96009000000001	0.0	0.0	153.9933	180.17883	109.53625500000001	10.264966000000001	64.9081	0.0	129.86313	0.0	234.2896	662.96155	206.45575	43.912346	0.0	416.1662	3.5323572	65.10693	0.0	195.08977	53.370856999999994	47.455227	437.4338	0.0	0.0	32.807293	57.04349499999999	257.6551	74.31891999999999	84.68799999999999	34.936398	2.7204561000000003	24.058414000000003
270	HFD	SS282_RA3_01_7636	48.922066	0.0	0.0	27.712217	0.0	99.39789	171.51768	0.0	170.94427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.072714999999999	0.0	0.0	0.0	0.0	0.0	15.621364000000002	3.53726	28.583842999999998	0.0	75.20982	0.0	20.36436	39.21208	0.0	0.0	0.0	116.223175	0.0	0.0	0.0	131.44724	116.90874	65.83823000000001	34.65226	0.0	0.0	0.0	70.39426	168.98077	18.072416	37.654514	50.973995	0.0	8.365211500000001
269	HFD	SS262_RG4_01_7610	170.84665	0.0	2.7550042	305.92188	0.0	150.00581	691.0263	162.79817	130.24419	0.0	191.87546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.8879	23.02626	33.521324	0.0	141.61201	0.0	88.13665999999999	116.20695	0.0	99.05333	0.0	487.22495	0.0	118.69958000000001	91.87138	100.72547	38.349740000000004	45.249992	86.68816	16.029320000000002	0.0	0.0	72.47242	242.76352000000003	55.926308	41.00293	16.672945000000002	6.844142	16.314058
268	HFD	SS280_RA1_01_7634	53.19003000000001	0.0	0.0	123.56901	0.0	99.559616	82.65693	0.0	246.49069	0.0	188.20683	0.0	0.0	0.0	0.0	2.6014294999999996	0.0	0.0	0.0	0.0	0.0	0.0	12.090558999999999	2.5844563999999997	8.60641	0.0	74.37671999999999	0.0	17.909126	0.0	0.0	0.0	0.0	51.154579999999996	0.0	0.0	0.0	81.92335	74.21315	19.451995999999998	26.367949	0.0	0.0	0.0	46.836357	62.26595	17.9422	37.791878000000004	69.40656	0.0	15.723694
267	HFD	SS254_RF8_01_7601	0.0	0.0	0.0	206.49606	83.81714000000001	67.6643	1014.8856	78.35497	75.515594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.682457	0.0	0.0	0.0	986.82916	1666.8065	861.86945	71.85858	175.20738	0.0	396.25497	3.4880676	1619.4469	3463.2131	95.41841	0.0	36.662857	489.18124000000006	16.198053	543.5935	328.72632000000004	376.62015	0.0	637.8495	253.09099999999998	57.880474	0.0	0.0	0.0	277.976	73.22421	57.900013	98.23350500000001	2.9000092	20.09928
275	HFD	SS249_RF3_01_7596	0.0	0.0	0.0	209.2573	9.832253999999999	44.543865000000004	586.8570599999999	0.0	60.560109999999995	0.0	89.84529	0.0	0.0	0.0	0.0	2.857129	0.0	0.0	0.0	0.0	0.0	0.0	210.2011	25.265259	57.48113000000001	0.0	96.73210999999999	0.0	20.714423999999998	121.38816000000001	0.0	124.45366000000001	0.0	210.78961	4.2549877	69.20205	53.853065	98.25	86.69160500000001	114.26353	196.84915	0.0	0.0	0.0	86.0776	155.21175	31.992034999999998	183.09697	231.85764	0.0	10.309236
233	HFD	SS224_RD2_01_7569	0.0	0.0	3.4722486000000004	200.94048	56.307766	105.598114	1424.8047	157.38011	91.109825	0.0	257.05856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424.28735	1282.3171	694.8305	59.264164	289.72754	0.0	70.07691	0.0	840.212	3119.1333	0.0	86.950455	110.6756	871.8240400000001	2.779481	297.8119	343.515	139.30806	135.96655	131.44153	279.2897	45.36486	0.0	0.0	0.0	433.8859	80.717735	142.61711	81.598694	9.180578	5.3935933
232	HFD	SS226_RD4_01_7571	0.0	0.0	19.571716000000002	206.76058999999998	3.560375	185.45178	371.0012	175.8867	43.12175	0.0	0.0	75.84407	0.0	0.0	0.0	0.0	2.796042	46.805553	1134.504	0.0	193.83803	82.12312	3202.538	390.85873	3569.153	0.0	476.18573	3.2559671000000003	87.775276	100.15413000000001	0.0	610.1897	39.700474	5458.6206	0.0	234.24684	1026.7786	327.69815	20.31439	7.397067	278.61148	307.33844	75.51439	54.383415	396.01086000000004	2144.0496	47.734703	29.804916	83.166756	748.4285	33.392353
231	HFD	SS227_RD5_01_7572	0.0	0.0	3.4037995000000003	150.2164	3.4722543	137.0515	586.44934	144.93448	136.69182	0.0	319.45612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296.04812999999996	0.0	150.8196	2.9159546	51.742805	0.0	162.93312	0.0	50.920372	57.17109	62.04297	39.74053	32.944065	284.56573	0.0	50.642784000000006	0.0	244.7328	73.26201	28.561108	182.74706	0.0	0.0	0.0	0.0	59.721000000000004	17.46702	21.494795	31.146511	0.0	7.953298599999999
201	HFD	SS217_RC7_01_7561	137.03441999999998	0.0	2.8300416	350.8942	10.385927	489.7689	1067.3066	50.380547	163.16313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.46378	7.8782554000000005	0.0	2.5673318	0.0	14.136189000000002	0.0	3.9783553999999994	3.118904	0.0	0.0	0.0	2.617218	0.0	0.0	0.0	21.489878	0.0	14.49342	0.0	0.0	0.0	0.0	0.0	3.1317806	0.0	2.8858266	0.0	0.0	3.5476513
200	HFD	SS218_RC8_01_7562	62.838809999999995	0.0	0.0	86.65784000000001	0.0	22.662838	239.0484	0.0	92.45323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.53484	15.603438	2.9013824	0.0	52.88223000000001	0.0	3.8429138999999997	16.154537	0.0	64.63811	0.0	26.51045	0.0	0.0	0.0	71.65158000000001	9.649269	0.0	0.0	0.0	0.0	0.0	0.0	3.6384583	6.080207	7.583534200000001	11.166307000000002	0.0	12.874185
199	HFD	SS192_RA6_01_7534	0.0	0.0	11.901601	234.6174	97.19827	75.45204	1118.4243	86.99600000000001	157.84416000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.75471000000002	290.39496	308.30316	29.293488	83.55046	0.0	82.22052	0.0	252.33218	688.3325	0.0	233.3172	0.0	986.7381	2.7400017000000005	57.74763000000001	142.78047	78.38741999999999	78.38741999999999	58.116707	87.99344	16.117409	0.0	0.0	92.846695	405.48758	29.236551000000002	36.25435	82.45832	0.0	4.9205346
198	HFD	SS203_RB5_01_7546	0.0	0.0	0.0	265.98975	151.69807	18.244370999999997	748.3148	0.0	134.08147	0.0	265.68698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.06241999999999	164.22281	3.6499976999999997	31.352749	0.0	102.60552	0.0	56.349669999999996	150.60423	0.0	0.0	0.0	112.03609499999999	0.0	98.69243	48.61384	115.9393	115.9393	132.30936	30.247343	0.0	0.0	0.0	0.0	35.980495	42.171096999999996	81.46944	31.390238	0.0	4.1244974
197	HFD	SS193_RA7_01_7535	15.474544	0.0	10.423437	190.09537	2.8703325	196.0116	728.6489	0.0	100.07594	0.0	89.272354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.957108000000005	57.530871999999995	15.709535	10.899249000000001	0.0	44.658474	0.0	195.42465	259.6747	0.0	56.333443	0.0	107.507805	3.2322016	168.83719	0.0	108.44241000000001	34.82897	31.293371	85.23999	0.0	0.0	0.0	0.0	39.92439	19.989779000000002	42.453693	87.49248	0.0	4.0553083
