	ATTRIBUTE_antibiotics_YN	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
156	No	SS172_RG7_01_7505	0.0	0.0	2.835301	198.63628	0.0	65.881	961.288	0.0	39.408966	0.0	0.0	0.0	0.0	0.0	0.0	3.5404515	0.0	0.0	115.52277	0.0	439.64453	1546.5421	597.90607	144.05136000000002	349.4122	0.0	281.5289	0.0	921.0342400000001	2818.6265	138.39708000000002	81.29186999999999	116.54831000000001	655.1409	3.6566504999999996	325.835	299.3968	93.65741	134.29908999999998	28.625003999999997	205.9136	84.55102	0.0	88.981606	0.0	365.77682000000004	92.68794	88.14966	113.909775	10.773615	66.6279
173	No	SS160_RF7_01_7492	21.68969	0.0	4.891321	358.88347999999996	14.420122000000001	70.58442	1125.4135	169.64285	49.135555	0.0	421.16287	121.39646	0.0	0.0	0.0	0.0	3.078607	0.0	124.12572	0.0	623.87787	624.0891	297.3696	112.50429	280.66568	0.0	217.9619	0.0	882.75714	3182.0745	478.43027	375.40106000000003	0.0	1383.5627	0.0	0.0	329.19818	418.21622	240.47992000000002	273.22144	135.02275	0.0	0.0	0.0	860.06256	1620.6646	32.327118	273.92203	586.9406	0.0	39.88038
154	No	SS139_RD10_01_7466	10.992842	0.0	2.7689338	242.47037000000003	42.340365999999996	39.038994	843.9226	0.0	88.5806	0.0	221.54067999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.2174	0.0	661.679	1546.7202	669.1611	171.29097	299.46893	0.0	198.09377	3.1418686	869.3326400000001	4108.502	189.56482	588.16534	0.0	1482.855	3.4356593999999996	191.43407	231.35093999999998	282.70193	195.09982	466.61124	131.78908	31.5182	0.0	37.426502	276.93807999999996	560.27856	81.17263	86.45057	173.93053999999998	2.5115232000000005	78.829124
130	No	SS93_RH9_01_7410	30.419075	0.0	21.012547	106.00765	0.0	76.59903	737.56036	0.0	121.53013600000001	0.0	0.0	0.0	0.0	0.0	0.0	6.133233000000001	24.014599	44.67944	172.87741	0.0	267.78693	857.5685	1117.0549	595.6473	648.2295	0.0	366.0911	14.4846	615.60535	1996.2024	104.74844	1114.6064	31.484890000000004	2353.616	0.0	171.63599	308.41278	625.2455	599.72107	988.0623	309.16772000000003	34.79971	42.470936	69.27586	659.8839999999999	917.68567	86.23635999999999	120.04416	285.3524	3.2790756	163.6253
129	No	SS126_RC9_01_7452	14.174218	0.0	0.0	216.39082000000002	3.0435673999999997	30.920446000000002	867.68256	48.8129	131.84528999999998	0.0	219.56816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.73658	0.0	0.0	343.12012000000004	286.9488	67.05073	74.98468000000001	0.0	146.14378	2.9093169999999997	129.85648999999998	477.5672	83.32871999999999	224.12685	0.0	595.0752	0.0	80.37128	191.01436999999999	203.64001000000002	209.48453	347.89575	97.01604	0.0	0.0	0.0	182.01572	324.6041	111.72885	67.32040400000001	78.31182	0.0	65.96175
128	No	SS119_RC2_01_7445	0.0	0.0	0.0	107.89007600000001	0.0	41.137640000000005	1090.6625	52.484947	124.29567	0.0	0.0	0.0	0.0	0.0	0.0	3.8455157	0.0	0.0	0.0	0.0	141.87503	425.48467999999997	745.31683	95.65316	57.39249399999999	0.0	193.90396	0.0	393.47736000000003	757.5738	81.70851	367.67792000000003	0.0	889.2514	0.0	174.99997	239.9452	228.87592	212.20827999999997	162.12338	106.69413	0.0	0.0	0.0	146.97438	299.92877000000004	57.085136	72.836685	94.61310999999999	0.0	64.51821
127	No	SS128_RC11_01_7454	26.702147999999998	0.0	3.9839683	224.60576	6.4801645	77.70482	673.7511	61.997882999999995	108.588	0.0	322.59424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	496.5809	0.0	444.3622	1073.9263	1158.7802	239.30147999999997	1058.8276	0.0	147.52122	3.3877807	520.1826	3011.8667	284.89685	479.60535	37.624245	2869.8774	0.0	318.09897	669.8467400000001	285.14938	244.23665	45.423656	141.19499	27.674566	41.941402000000004	81.68991	313.34692	1130.2561	120.74193600000001	42.08048	100.28687	6.209215	57.021407999999994
126	No	SS110_RB5_01_7435	0.0	0.0	0.0	143.04645	4.314860299999999	54.878856999999996	780.1953	0.0	82.88024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.1675	954.9678	234.41676	30.183334000000002	32.485786	0.0	422.30643	0.0	484.03122	1840.146	61.58051700000001	143.9975	0.0	385.84662000000003	0.0	96.7712	75.98553000000001	422.4016	355.6654	514.4548	159.3724	0.0	0.0	0.0	85.8673	182.4194	51.467896	140.40866	72.099625	0.0	9.359544
125	No	SS132_RD3_01_7459	11.49498	0.0	9.351473	254.00151	12.189625	77.41168	991.9188	51.769745	38.691154	0.0	0.0	0.0	0.0	0.0	0.0	2.5820527	0.0	0.0	0.0	0.0	153.81	606.6496599999999	354.05300000000005	59.645973	67.15628000000001	0.0	189.86047	0.0	260.64713	1035.3495	98.1448	114.64905	57.536198	408.6334	0.0	120.79156499999999	127.09568	201.94351	158.96909	169.5651	162.6327	0.0	0.0	0.0	73.02636	195.63773	30.009715999999997	114.77028999999999	46.20982	0.0	14.855909
124	No	SS131_RD2_01_7458	8.359465	0.0	0.0	163.95721	7.85407	60.333664	833.63446	52.826862	54.20771800000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.82645	818.15906	530.8323	41.81132	92.5815	0.0	195.26593	2.9947257	303.28472999999997	1097.3967	97.94859	198.81033	146.72745	658.0057400000001	2.796399	263.65555	196.68403999999998	339.50894	169.08838	119.87076	176.14085	0.0	0.0	0.0	48.667515	243.1372	45.423737	113.13718	35.077694	3.3699845999999996	16.248749
123	No	SS134_RD5_01_7461	69.87693	0.0	4.448932599999999	203.93568	32.202785	61.63742	663.2939	0.0	106.28883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.29218999999998	576.9312	227.07631	21.312973	31.327751	0.0	104.50419000000001	0.0	205.23987	1196.6678	94.51293000000001	100.93590999999999	0.0	280.4095	2.538643	101.48755	42.648303999999996	149.60945	117.94458	101.54343399999999	93.88119	0.0	0.0	0.0	65.84979	110.61418	44.022125	24.060131	33.256504	0.0	11.892600999999999
122	No	SS113_RB8_01_7438	0.0	0.0	0.0	71.92093	8.394502000000001	47.711655	637.2372	61.663803	100.8721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.377441	0.0	119.927826	0.0	268.16998	643.0061599999999	341.8151	153.47998	355.3313	0.0	170.39557	12.164114	342.58395	1863.9445	275.61795	578.5979	0.0	1460.1265	0.0	55.604319999999994	178.10223	300.50057999999996	267.38135	270.1251	119.14548500000001	0.0	0.0	0.0	307.2996	521.95465	35.21882	102.08528000000001	170.96103	0.0	93.73034
155	No	SS169_RG4_01_7502	40.840633000000004	0.0	3.0505302000000003	73.798355	12.120132	74.60028	425.565	0.0	637.1197	0.0	330.4814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.38585	0.0	190.83244	298.08957000000004	761.8003	132.38243	243.68579	0.0	176.75534	6.136265799999999	276.05377000000004	611.1546	0.0	443.80344	0.0	1366.3647	0.0	328.18457	246.99637	234.27065	212.09264	164.48445	59.32895	33.322727	0.0	44.495804	203.59662	499.20084	122.24228000000001	190.78918000000002	142.96228	0.0	77.41944000000001
120	No	SS101_RA8_01_7425	288.81387	0.0	0.0	165.55374	0.0	82.05505	318.8836	75.92125	323.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7443720000000003	0.0	0.0	0.0	0.0	494.05737	193.39484	102.659424	107.99213	0.0	75.930145	0.0	20.714417	41.233902	0.0	312.89066	107.63101999999999	542.2769999999999	2.766388	48.554703	97.868774	69.07845999999999	69.07845999999999	18.832504	84.69742600000001	0.0	0.0	0.0	158.56107	221.03581	28.415604	42.545578000000006	56.34875	2.4956756	48.043365
119	No	SS154_RF1_01_7486	84.419876	61.254180000000005	11.816868	49.82884	11.279664	96.33843	204.6739	0.0	192.72258	0.0	305.05646	0.0	0.0	0.0	0.0	7.6769110000000005	0.0	0.0	0.0	0.0	0.0	0.0	181.50725	11.584655999999999	99.45734	0.0	210.10492999999997	2.965188	6.3762393	2.9180957999999997	54.319106999999995	51.91794	0.0	458.95352	0.0	74.6986	71.7384	168.87198	71.653786	13.455012	124.18248	0.0	0.0	0.0	104.11287	265.35	70.27327	12.207844999999999	79.851105	0.0	28.603015999999997
118	No	SS98_RA5_01_7422	58.775543000000006	0.0	8.025299	354.55267000000003	36.221138	23.839489	621.5451	113.50098999999999	186.85101	0.0	245.55312999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.6868	0.0	0.0	289.90396	664.07965	282.98526	605.5730599999999	0.0	104.29064	3.7377286	212.83728	373.5584	102.6663	999.8924	0.0	2351.525	0.0	264.85882999999995	312.69113	223.73576	117.796524	129.36575	150.71104	34.190895000000005	35.957	93.00681	462.3016	802.3218	122.31438	112.00243	171.54363999999998	0.0	53.104652
115	No	SS94_RA1_01_7418	5.9786577	0.0	0.0	61.64445500000001	0.0	36.553684000000004	431.5395	0.0	31.928009000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.20137	31.593294	74.05745	0.0	74.07674	0.0	50.092220000000005	38.265945	0.0	216.88342000000003	0.0	417.64513999999997	0.0	61.46168	57.29659300000001	72.658714	72.658714	135.89168	98.03418	0.0	0.0	0.0	159.05838	264.85037	70.236565	8.748156	60.916805000000004	0.0	43.0528
114	No	SS133_RD4_01_7460	19.78056	0.0	0.0	38.58468	8.165144	73.96763	245.09286	0.0	162.28906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.40126	0.0	186.73872	68.52853	91.30464	0.0	71.68021	0.0	39.177203999999996	42.404457	94.35732	333.78256	0.0	598.47	0.0	84.62979	0.0	100.59716	57.71623	8.225254	106.41041000000001	0.0	0.0	0.0	77.53971999999999	79.167015	15.091064999999999	12.577788	20.865092999999998	0.0	22.541325
131	No	SS100_RA7_01_7424	18.74409	0.0	0.0	62.226032	0.0	38.326992	523.88446	0.0	58.709103000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.139689	0.0	114.45563	0.0	213.12292000000002	1087.7365	311.35025	105.3903	150.89786999999998	0.0	103.03945999999999	0.0	579.5757	1507.3743	0.0	265.28146	165.16321000000002	622.9523	3.3789768	105.5827	115.74628999999999	120.98012	114.62019	57.51388000000001	85.08094	0.0	0.0	0.0	129.4763	277.28494	33.81214	96.435875	89.77849	0.0	35.925083
132	No	SS127_RC10_01_7453	39.380835999999995	0.0	0.0	167.43777	4.3252473	53.91392	714.8772	0.0	93.163635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.246131	0.0	186.89668	0.0	101.87285	528.9320700000001	675.53723	402.22525	480.6209	0.0	234.56437999999997	3.0547828999999997	159.69151000000002	826.90393	77.00653	584.53174	0.0	1515.7787	2.749412	95.50835	293.5549	375.3488	365.87344	644.1008	124.0633	0.0	0.0	0.0	196.78325	460.26532000000003	56.926968	103.72612	181.9754	0.0	97.4111
121	No	SS111_RB6_01_7436	11.367057	0.0	0.0	88.00415	0.0	30.119255	671.2760000000001	0.0	84.749535	0.0	0.0	0.0	0.0	0.0	0.0	10.377536	48.731303999999994	116.54425	233.40341	0.0	215.52823999999998	666.06384	1123.517	676.7589	607.7452400000001	0.0	418.0367	8.568141	539.67883	1220.3701	136.03578000000002	520.09265	91.66378	1549.1095	2.7399302000000003	211.56612	522.0146	380.49142	329.60323999999997	417.57022	287.00153	44.208434999999994	30.014507000000002	61.889603	384.79462	1317.9253	154.278	211.49786	331.66962	2.567399	153.52467
134	No	SS129_RC12_01_7455	29.826904	0.0	2.843009	208.43036	0.0	51.103966	834.2168	0.0	105.50806000000001	0.0	317.56998	0.0	0.0	0.0	0.0	0.0	6.952997	0.0	217.23875	0.0	89.932396	162.57275	561.2346	109.9136	383.62433	0.0	150.91551	8.819413	52.163025	566.4291400000001	96.60646	457.36535999999995	64.014145	2349.9094	0.0	166.44052	231.28717000000003	224.50351	205.78955	236.19577	165.815	40.463570000000004	35.72961	38.731159999999996	279.99643	749.1905	29.581787	76.18182	169.4757	2.804284	68.85064
152	No	SS171_RG6_01_7504	33.823605	0.0	3.084087	115.23593999999999	12.552857000000001	47.50096	412.18532999999996	0.0	119.71902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.28101999999998	0.0	92.94060999999999	238.57516	502.85013	100.5409	333.8481	0.0	159.77618	0.0	241.27653999999998	514.4913	75.95831	337.01917000000003	0.0	1462.6295	0.0	180.19298	186.24883	318.4731	173.72871	50.834934000000004	158.56592	0.0	0.0	0.0	171.75983	379.39206	72.3384	197.0536	124.6554	0.0	77.33119
153	No	SS137_RD8_01_7464	16.007845	0.0	28.30112	217.65172	0.0	98.98106	880.6269	58.59635	90.01274000000001	0.0	325.19754	0.0	0.0	0.0	0.0	0.0	17.954878	0.0	324.99213	0.0	1418.2783	2783.0444	1255.6383	250.32416	429.0703	0.0	561.4384	3.4366307000000003	2271.2427	6508.0923	181.43011	293.46106000000003	16.78904	1169.7146	2.8079452999999996	417.9385	453.5687	721.4569	0.0	436.3303	334.37427	50.699659999999994	0.0	70.56151	175.00011999999998	601.6853	120.40397	105.80311	279.33987	0.0	112.23911000000001
151	No	SS130_RD1_01_7457	0.0	0.0	6.727288199999999	209.34134	22.571304	70.97024499999999	913.7153300000001	86.46202	156.55978000000002	0.0	271.6299	0.0	0.0	0.0	0.0	0.0	2.782259	0.0	0.0	0.0	112.39756000000001	240.64029	206.297	76.07336	57.960148	0.0	106.54633000000001	0.0	144.13977	668.6292	98.2009	331.62335	0.0	868.4475	0.0	132.25066999999999	101.782616	152.85439	147.16461	110.02748999999999	140.15079	0.0	0.0	0.0	200.43407	322.94327000000004	69.012985	125.82238999999998	102.472626	0.0	57.285564
150	No	SS135_RD6_01_7462	59.021397	0.0	4.047806	99.54258	12.513176	50.531242	764.2207599999999	0.0	90.91985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.57762	0.0	138.54413	565.3656599999999	450.72225999999995	56.961018	92.49037	0.0	619.14923	0.0	150.87248	779.18146	47.192040000000006	107.80838	79.25205	295.80463	0.0	83.89275	201.35635	825.4515	479.2956	753.1419	252.58978	0.0	0.0	0.0	0.0	198.75467	52.093555	87.7931	93.77895	0.0	47.268640000000005
149	No	SS162_RF9_01_7494	44.215263	0.0	0.0	119.72433500000001	0.0	41.216675	617.3666	0.0	199.47507	0.0	267.3836	0.0	0.0	0.0	0.0	3.1653757000000002	21.055307	70.54883000000001	0.0	0.0	0.0	0.0	452.72192	91.64365	296.7671	0.0	141.71333	6.607806	49.357174	85.539536	0.0	411.89197	0.0	1729.7220000000002	0.0	142.16351	191.9495	328.63599999999997	163.5951	100.45756	155.72614	49.726867999999996	34.28853	72.30746500000001	242.15276	602.266	66.7123	38.581542999999996	165.83525	2.6775683999999997	73.775314
147	No	SS136_RD7_01_7463	18.574268	0.0	0.0	182.11136000000002	0.0	43.065388	815.7713	0.0	27.106426000000003	0.0	0.0	0.0	0.0	0.0	0.0	5.51684	0.0	0.0	0.0	0.0	217.5572	608.49133	478.6571	122.51263999999999	72.83449	0.0	365.42163	0.0	356.54092	1165.9427	79.371025	222.77684	154.14767	477.2702	0.0	86.400894	193.10793999999999	576.76843	332.4439	661.765	97.12447	0.0	0.0	0.0	111.47461000000001	183.26875	41.518795000000004	49.567307	29.122222999999998	0.0	29.23028
145	No	SS116_RB11_01_7441	8.287499	0.0	2.8861303	222.06597999999997	2.7638693	108.39036999999999	691.5622599999999	61.34795	85.61700400000001	0.0	81.58116	0.0	0.0	0.0	0.0	0.0	13.151922	69.23498000000001	183.7923	0.0	171.24748	323.8532	488.39023	144.6389	377.42517000000004	0.0	126.90172	0.0	198.19551	1222.7556	78.884026	311.0411	0.0	1346.0366	2.7343636	87.93434	212.01398999999998	260.79822	233.9962	181.6922	95.85682	0.0	0.0	0.0	217.91518	664.2593400000001	54.64865	91.29714	191.86223999999999	0.0	56.27241
142	No	SS144_RE3_01_7472	0.0	0.0	0.0	0.0	0.0	53.408680000000004	264.55515	0.0	89.774	0.0	314.34454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.10303	0.0	0.0	335.6534	522.17737	68.92335	73.00109	0.0	81.1069	0.0	116.976395	268.04242	0.0	190.00621	0.0	459.85483	0.0	226.36642	115.009674	157.48921	158.04987	115.25115	117.31226000000001	22.365845	0.0	20.57441	80.579735	174.98212	84.31113	53.582603000000006	51.622054999999996	0.0	56.337254
144	No	SS147_RE6_01_7475	18.430823999999998	0.0	0.0	84.24846	0.0	164.37143	394.29733	0.0	108.21127	0.0	329.96475	0.0	0.0	0.0	0.0	0.0	7.704203999999999	0.0	130.33719	0.0	82.068726	0.0	360.81046000000003	187.80972	411.00497	0.0	224.92151	0.0	60.111874	52.090786	88.79814	769.4501	0.0	2124.4570000000003	0.0	93.049545	144.57676999999998	234.17505	186.34125	12.751265	113.28218999999999	55.53079	0.0	0.0	203.27606	506.19625999999994	28.383625	23.348885	104.36773000000001	2.806797	77.46500999999999
140	No	SS153_RE12_01_7484	45.024715	0.0	2.811788	132.74506	0.0	74.05715	320.61593999999997	88.11106	236.49455	0.0	361.14752000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.58568	0.0	0.0	0.0	529.19574	198.38158	529.9554400000001	0.0	175.04573	2.5579862999999996	49.92791	61.087914000000005	0.0	654.5617	0.0	2307.3455	0.0	143.01991	272.44434	273.45447	249.66685	146.7835	169.35773	24.318507999999998	36.3624	30.884357	325.35754	680.44836	90.82040400000001	66.8204	142.25468	0.0	72.73401
139	No	SS115_RB10_01_7440	0.0	0.0	0.0	252.43431	0.0	34.95341	754.4703	89.23938000000001	155.5656	0.0	138.90662	0.0	0.0	0.0	0.0	3.2880019999999996	20.09216	30.855154	0.0	0.0	96.857056	185.44156999999998	230.39542000000003	56.160065	239.80907000000002	0.0	113.94073999999999	0.0	233.2986	563.4039	81.54966999999999	399.6728	0.0	1189.5256	0.0	49.146164	190.11595	246.61287000000002	238.60736	91.57914	158.47028	0.0	0.0	0.0	485.92114000000004	766.35583	46.06431	118.441795	261.34717	0.0	99.208145
138	No	SS163_RF10_01_7495	43.935177	76.646286	4.9572199999999995	31.491348	19.941979999999997	61.44236	264.75076	0.0	163.69595	0.0	365.48807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.66895	0.0	0.0	0.0	358.04868	24.608217	238.18599	0.0	120.90961499999999	0.0	14.523456	33.737232	52.51716999999999	116.45116999999999	0.0	1025.3501	0.0	110.9345	140.52303999999998	87.686844	75.94436	45.85884	112.64038000000001	76.72579	0.0	0.0	76.47064	352.3975	44.46992	32.748375	42.14512	0.0	24.793001
137	No	SS146_RE5_01_7474	0.0	0.0	0.0	187.40334	0.0	320.38046	601.1996	138.05812	113.28036000000002	0.0	292.628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.28752	0.0	76.75261	0.0	262.73166000000003	36.60456	59.016853000000005	0.0	175.72693	0.0	19.68873	42.36802	0.0	156.87393	0.0	911.1851	0.0	84.94771	87.5043	373.30112	150.51426999999998	25.727783	80.22436	38.566353	0.0	0.0	60.36331	260.71887000000004	36.349693	30.865623	36.498787	2.9848652	28.789215000000002
136	No	SS114_RB9_01_7439	0.0	0.0	0.0	178.46968	0.0	47.677240000000005	838.4774	0.0	254.3455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5258384000000005	0.0	0.0	0.0	0.0	273.09644	410.3805	60.27004	223.2309	0.0	116.72958999999999	0.0	123.16866	562.8834	76.68564599999999	197.91331	0.0	1151.1012	0.0	31.239797999999997	178.8575	184.34686000000002	175.67085	134.68478000000002	161.7746	0.0	0.0	33.337070000000004	74.239716	472.75992	31.394428	98.37236999999999	203.75655	0.0	43.728867
135	No	SS157_RF4_01_7489	8.0771	0.0	0.0	107.391594	3.0814376	66.675	460.0	0.0	161.53326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.40071	43.75294	67.40565	0.0	215.57164	0.0	153.44016000000002	300.67647999999997	111.48652	184.61952	73.06222	536.4975	0.0	56.95536	104.75614	423.7421	404.70657	47.458214	121.9699	0.0	0.0	0.0	72.92560999999999	228.29642	25.331797	55.62633	105.79268	0.0	25.022554
141	No	SS125_RC8_01_7451	19.200045000000003	0.0	0.0	200.68343000000002	3.3305992999999994	89.55396999999999	866.07196	67.8247	96.681564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.61975	0.0	271.01965	512.43115	472.9335	126.01733	256.88113	0.0	167.64326	2.9039764	214.87535	1823.8926	119.11039	593.839	0.0	1851.9916	0.0	127.382576	194.39528	265.23438	251.18402000000003	232.54053	111.82326499999999	37.113659999999996	0.0	32.828476	253.77	507.26022	35.116572999999995	67.83113	141.06981000000002	0.0	73.75534
133	No	SS118_RC1_01_7444	14.495246	0.0	0.0	184.80182	0.0	30.563103	803.59235	0.0	99.36076	0.0	83.94629	0.0	0.0	0.0	0.0	0.0	2.7083378	0.0	0.0	0.0	258.19586	662.1093	362.13577000000004	85.53614	152.34157	0.0	116.5454	0.0	440.72174	1538.0167	0.0	227.055	74.17229499999999	774.42664	0.0	99.23742	152.71407	225.56158	219.87015	186.28348	79.110085	0.0	0.0	0.0	87.381584	393.11157000000003	29.554924	87.606316	118.225044	2.6389885	23.705822
441	Yes	SS434_RF2_01_7807	77.325096	0.0	0.0	350.25677	0.0	77.87283000000001	3000.5017	110.82641000000001	58.138580000000005	0.0	0.0	0.0	0.0	0.0	0.0	268.05057	0.0	0.0	75.75363	0.0	0.0	0.0	260.79434	96.20340999999999	309.8963	0.0	210.52286	0.0	11.152493	29.300197999999998	0.0	261.71963999999997	0.0	1219.2998	0.0	0.0	42.187637	249.85756	148.21495	39.049155999999996	60.508842	0.0	0.0	0.0	93.47831	342.29044	10.198069	19.602732	46.280066999999995	0.0	9.284278
439	Yes	SS448_RG4_01_7822	61.183130000000006	0.0	0.0	231.0835	0.0	167.10373	3490.123	0.0	39.911957	0.0	0.0	0.0	0.0	0.0	0.0	11.510371000000001	2.6656451	0.0	0.0	0.0	0.0	0.0	34.632034000000004	8.404432	20.048264	0.0	135.0113	0.0	6.885753	3.9039612	0.0	80.37536999999999	0.0	61.63231	0.0	0.0	0.0	80.65739	41.619820000000004	2.6960936	0.0	0.0	0.0	0.0	0.0	29.794196999999997	0.0	7.314331500000001	2.836113	0.0	4.737608
440	Yes	SS436_RF4_01_7809	74.62912	0.0	0.0	517.9414	2.5139002999999995	22.451878	3671.373	85.68754	161.9448	352.6813	0.0	0.0	0.0	0.0	0.0	31.930244000000002	5.073497	0.0	0.0	0.0	0.0	0.0	156.69917	44.95778	149.42311	0.0	186.11033999999998	0.0	3.7734832999999997	15.946666	0.0	165.52109	0.0	610.4376	0.0	0.0	0.0	218.84645	81.08076	7.036001	29.095608000000002	0.0	0.0	0.0	56.80526700000001	110.15088999999999	8.071060000000001	6.191315	21.433382	0.0	6.938583
448	Yes	SS451_RG7_01_7825	82.02601999999999	0.0	0.0	178.09541000000002	0.0	0.0	3886.7798	0.0	17.096073	0.0	0.0	0.0	0.0	0.0	0.0	6.429856	3.6380567999999998	0.0	0.0	0.0	0.0	0.0	235.47468999999998	13.050829	77.53116999999999	0.0	60.634530000000005	0.0	2.8755875	0.0	0.0	171.45135	0.0	1020.9995	0.0	0.0	118.97922	14.593599	16.049782	39.01457	7.712753999999999	0.0	0.0	23.081592999999998	156.38539	692.01605	8.4307375	16.819775	64.98388	0.0	2.729988
444	Yes	SS446_RG2_01_7820	67.79788	0.0	0.0	361.43515	0.0	293.4825	3713.2524	0.0	179.10245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.889256	0.0	1.7786407	0.0	33.91979	0.0	0.0	0.0	0.0	0.0	0.0	19.223991	0.0	0.0	0.0	18.245073	18.245073	16.933622	2.9363707999999997	0.0	0.0	0.0	0.0	78.96165500000001	0.0	14.14543	25.998428	0.0	0.0
445	Yes	SS443_RF11_01_7816	324.7827	0.0	5.4308496	298.1551	2.7362556000000002	1361.1053	5245.451	0.0	369.95322000000004	0.0	0.0	0.0	0.0	0.0	0.0	54.75488299999999	0.0	0.0	0.0	0.0	0.0	0.0	122.21902	23.740913	58.74435	0.0	369.907	0.0	21.39244	8.659929	0.0	89.80964	0.0	184.8854	0.0	51.54058	0.0	306.1635	159.01831	6.972158	5.761598	0.0	0.0	0.0	94.86101500000001	135.9569	66.611565	30.741852	25.924357999999998	0.0	7.1212845
446	Yes	SS441_RF9_01_7814	568.7801	0.0	0.0	177.58157	0.0	1784.8717	4364.5083	0.0	138.55386000000001	0.0	0.0	0.0	0.0	0.0	0.0	156.38023	10.344787	0.0	0.0	0.0	0.0	0.0	100.79935	29.08227	34.65748	0.0	576.54486	0.0	89.13485	37.702656	0.0	133.5196	0.0	201.44463000000002	0.0	44.539497	241.16012999999998	591.6613	223.4046	23.618542	7.7971764000000015	0.0	0.0	0.0	226.49379	271.8966	108.73118600000001	69.991936	110.893295	2.793829	5.455642
447	Yes	SS435_RF3_01_7808	137.26343	0.0	0.0	283.93756	0.0	31.57528	4077.3196	0.0	123.81615	0.0	0.0	0.0	0.0	0.0	0.0	104.4922	7.872909	0.0	0.0	0.0	0.0	0.0	52.998830000000005	30.211168	57.413624	0.0	156.64696999999998	0.0	12.390244500000001	6.8389874000000015	0.0	98.79439	0.0	221.04135	0.0	0.0	0.0	269.11945	92.28520999999999	7.575114	13.501066	0.0	0.0	0.0	47.92516	47.618522999999996	3.687808	24.952826	31.471816999999998	0.0	4.41442
437	Yes	SS445_RG1_01_7819	286.88354	0.0	0.0	117.95375	0.0	583.4203	3957.0609999999997	0.0	74.831665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.746925	30.726837	38.002365000000005	0.0	77.00007	0.0	13.013703999999999	0.0	0.0	95.05345	0.0	162.13461	0.0	0.0	60.934914	85.97683	25.54072	21.598974	7.564039999999999	0.0	0.0	0.0	131.33694	154.44879	10.8424	31.875315000000004	79.48273499999999	0.0	0.0
449	Yes	SS450_RG6_01_7824	289.86633	0.0	0.0	180.07785	0.0	1614.3701	2526.4485	0.0	206.18771	0.0	0.0	0.0	0.0	0.0	0.0	6.240762	3.1807303	0.0	0.0	0.0	0.0	0.0	60.87263000000001	3.2623096	31.659763	0.0	39.24375	0.0	0.0	0.0	0.0	54.615128000000006	0.0	243.82817000000003	0.0	0.0	91.078186	103.098885	103.098885	23.009068	5.5448074	0.0	0.0	0.0	95.89986400000001	276.93155	2.9031458	32.397842	53.624545999999995	0.0	0.0
